CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
829,Germany,Male,28,3,132405.52,3,1,0,104889.2
682,France,Male,69,6,0.0,2,0,1,149604.18
700,France,Male,37,3,77608.46,2,1,1,175373.46
692,Germany,Male,49,6,110540.43,2,0,1,107472.99
666,France,Female,27,4,0.0,2,0,0,88751.45
687,Spain,Female,21,8,0.0,2,1,1,154767.34
487,France,Male,24,7,133628.09,2,1,1,98570.01
794,France,Male,30,8,0.0,2,1,1,24113.91
511,France,Female,46,1,0.0,1,1,1,115779.48
806,Germany,Male,36,8,167983.17,2,1,1,106714.28
614,Spain,Male,35,2,127283.78,1,1,1,31302.35
527,Germany,Female,41,10,136733.24,1,1,1,57589.29
628,Germany,Male,50,4,122227.71,1,0,1,14217.77
609,Germany,Male,33,6,94126.67,1,0,0,93718.16
509,France,Male,31,3,0.0,2,1,0,15360.91
531,Germany,Female,31,7,117052.82,1,1,0,118508.09
463,Spain,Female,35,2,0.0,2,1,1,1950.93
454,France,Male,34,4,0.0,2,1,0,198817.72
684,Germany,Male,29,8,127269.75,1,0,1,79495.01
750,Spain,Female,38,7,97257.41,2,0,1,179883.04
750,Germany,Male,42,8,151836.36,2,1,0,68695.38
528,Spain,Male,40,4,0.0,2,1,0,25399.7
762,Germany,Female,34,8,98592.88,1,0,1,191790.29
686,Germany,Male,29,3,185379.02,1,1,0,64679.07
749,France,Male,41,5,57568.94,1,1,1,61128.29
614,Germany,Female,30,3,131344.52,2,1,0,54776.64
663,France,Female,33,2,0.0,2,1,0,153295.0
603,France,Male,31,4,0.0,2,0,1,9607.1
593,Germany,Female,38,5,85626.6,1,1,1,125079.65
643,Germany,Male,41,7,154902.66,1,1,1,49667.28
494,Germany,Female,38,7,174937.64,1,1,0,40084.32
510,France,Female,32,1,0.0,2,0,1,28515.17
612,Spain,Male,33,5,69478.57,1,1,0,8973.67
681,Germany,Female,48,8,139480.18,1,1,1,163581.67
726,France,Female,31,9,114722.05,2,1,1,98178.57
601,Spain,Male,24,7,0.0,2,0,0,144660.42
695,Spain,Male,63,1,146202.93,1,1,1,126688.83
701,France,Female,41,2,0.0,1,1,0,47856.78
605,Spain,Male,41,5,103154.66,1,0,0,143203.78
720,France,Female,43,6,137824.03,2,1,0,172557.77
498,Germany,Male,25,8,121702.73,1,1,1,132210.49
607,France,Female,33,8,91301.72,1,0,1,130824.57
765,Spain,Female,32,9,178095.55,1,0,0,47247.56
739,France,Male,29,1,0.0,2,1,1,164484.78
758,France,Male,51,8,81710.46,1,1,1,116520.07
738,France,Male,31,9,82674.15,1,1,0,41970.72
684,France,Male,45,6,148071.39,1,1,0,183575.01
643,Germany,Male,59,3,170331.37,1,1,1,32171.79
591,Germany,Male,46,4,129269.27,1,1,0,163504.33
594,Germany,Male,18,1,132694.73,1,1,0,167689.56
611,France,Female,40,2,125879.29,1,1,0,93203.43
687,France,Male,38,0,144450.58,1,0,1,137276.83
850,France,Male,38,1,0.0,2,1,1,80006.65
722,France,Female,35,2,163943.89,2,1,1,15068.18
608,Spain,Female,41,3,89763.84,1,0,0,199304.74
718,France,Male,36,9,0.0,1,1,0,45909.87
699,France,Male,44,8,158697.61,1,1,0,107181.22
625,Germany,Female,35,5,86147.46,2,1,0,163440.8
569,France,Male,41,4,120243.49,1,1,0,163150.03
708,France,Female,33,8,0.0,2,0,1,15246.83
850,Germany,Female,35,7,114285.2,1,0,1,129660.59
706,France,Male,54,9,117444.51,1,1,1,186238.85
834,France,Male,36,8,142882.49,1,1,0,89983.02
537,France,Female,53,3,0.0,1,1,1,91406.62
756,France,Female,23,1,112568.31,1,1,1,113408.11
671,Germany,Female,23,9,123943.18,1,1,1,159553.27
627,Germany,Male,23,5,184244.86,1,1,0,103099.22
760,Germany,Male,42,0,77992.97,2,1,1,97906.38
439,Spain,Male,52,3,96196.24,4,1,0,198874.52
507,Spain,Male,46,6,92783.68,1,1,1,51424.29
698,Spain,Male,38,10,95010.92,1,1,1,105227.86
681,France,Male,23,7,157761.56,1,0,0,147759.84
734,France,Male,34,6,133598.4,1,1,1,13107.24
429,France,Male,60,7,0.0,2,1,1,163691.48
693,Germany,Male,45,2,116546.59,2,0,0,23140.28
796,Germany,Female,52,9,167194.36,1,1,1,62808.93
656,Spain,Male,47,1,0.0,2,1,1,197961.93
625,Germany,Male,56,0,148507.24,1,1,0,46824.08
686,France,Male,25,1,0.0,2,0,1,16459.37
702,Spain,Female,38,2,0.0,1,1,1,161888.63
451,France,Male,33,6,0.0,2,1,0,184954.11
418,France,Female,39,2,0.0,2,0,0,9041.71
648,Germany,Male,34,3,95039.73,2,1,1,147055.87
699,Germany,Male,36,2,123601.56,2,1,0,103557.85
850,Germany,Male,32,9,141827.33,2,1,1,149458.73
767,France,Male,36,3,0.0,1,0,0,65147.27
742,France,Female,60,4,0.0,1,1,1,13161.66
572,France,Female,36,8,68348.18,2,0,1,50400.32
544,France,Male,48,10,78314.63,3,1,1,103713.93
727,France,Male,61,0,128213.96,2,1,1,188729.08
490,France,Female,35,7,107749.03,1,1,1,3937.37
803,Spain,Male,43,3,0.0,1,1,0,72051.44
517,Germany,Male,53,0,109172.88,1,1,0,54676.1
679,France,Female,33,1,0.0,2,0,0,69608.48
539,Germany,Female,43,3,116220.5,3,1,0,55803.96
641,France,Male,41,6,0.0,2,1,0,65396.79
508,France,Male,44,3,115451.05,2,0,0,67234.33
674,France,Male,45,7,142072.02,1,1,0,37013.29
640,Spain,Male,47,6,89047.14,1,1,0,116286.25
714,Germany,Female,45,9,106431.97,2,1,1,164117.69
608,France,Male,50,6,0.0,1,1,0,93568.77
748,Spain,Male,39,3,0.0,2,1,1,123998.52
680,France,Male,23,5,140007.19,1,0,1,31714.08
446,Spain,Female,45,10,125191.69,1,1,1,128260.86
666,Germany,Female,37,2,158468.76,1,0,1,93266.01
533,Spain,Female,52,7,0.0,1,0,1,194113.99
768,Germany,Male,48,3,122831.58,1,1,1,24533.89
644,France,Male,31,5,0.0,2,1,1,41872.17
631,France,Male,26,1,149144.61,1,0,1,123697.95
534,Spain,Female,33,3,151233.62,1,0,0,199336.63
755,France,Male,41,6,104817.41,1,1,0,126013.58
604,Spain,Female,26,3,0.0,2,1,0,155248.62
671,Germany,Male,35,1,144848.74,1,1,1,179012.3
601,France,Male,29,9,0.0,1,1,1,80393.27
703,France,Male,32,1,125685.79,1,1,1,56246.72
684,Germany,Male,35,3,99967.76,1,1,1,176882.08
584,France,Male,49,8,172713.44,1,1,0,113860.81
559,France,Male,45,8,24043.45,1,0,1,169781.45
677,Germany,Female,36,10,68806.84,1,1,0,33075.24
690,Spain,Female,26,2,0.0,2,1,1,93255.85
572,France,Male,33,9,68193.72,1,1,0,19998.31
716,France,Male,35,4,144428.87,1,1,0,134132.65
547,Spain,Female,22,7,141287.15,1,1,0,118142.79
732,Germany,Female,42,2,118889.66,2,0,0,87422.15
570,Germany,Male,35,6,85668.59,1,1,0,105525.36
521,France,Male,27,4,121325.84,1,1,1,164223.7
646,Spain,Male,69,10,115462.44,1,1,0,40421.87
675,Spain,Female,40,8,79035.95,1,1,0,142783.98
738,Germany,Female,29,9,139106.19,1,1,0,141872.05
596,Spain,Female,30,1,0.0,2,1,0,8125.39
660,Spain,Male,30,4,0.0,2,1,0,129149.06
567,Spain,Male,40,8,28649.64,1,1,1,95140.62
498,France,Female,30,1,0.0,2,0,0,135795.53
611,France,Female,53,7,0.0,2,0,1,156495.39
498,Germany,Male,61,7,102453.26,1,1,0,187247.56
670,France,Female,41,10,0.0,3,1,0,81602.02
568,Spain,Female,46,3,0.0,2,1,1,29372.62
703,France,Male,28,2,81173.83,2,0,1,162812.16
730,Spain,Female,62,2,0.0,2,1,1,162889.1
730,France,Male,34,1,0.0,2,1,1,126592.01
658,France,Male,42,8,102870.93,1,0,1,103764.55
675,Spain,Male,66,5,115654.47,2,1,1,131970.86
638,Germany,Female,26,1,105249.76,2,1,1,23491.09
601,Germany,Male,48,9,163630.76,1,0,1,41816.49
566,Germany,Male,65,4,120100.41,1,1,0,107563.16
703,France,Male,37,1,149762.08,1,1,0,20629.4
537,Germany,Male,66,8,103291.25,2,1,1,130664.79
427,France,Male,37,5,0.0,2,1,1,121485.1
628,Spain,Male,42,7,0.0,2,0,1,172967.87
549,France,Female,34,4,0.0,2,0,0,139463.57
576,Germany,Male,63,3,148843.56,1,1,0,69414.13
443,Spain,Male,36,6,70438.01,2,0,1,56937.43
585,Spain,Female,56,1,128472.8,1,1,0,186476.91
748,France,Male,33,1,142645.43,1,0,0,69132.66
494,France,Male,40,7,0.0,2,0,1,158071.69
442,France,Male,34,4,0.0,2,1,0,68343.08
633,France,Male,40,4,150578.0,1,0,1,34670.62
573,Germany,Male,31,0,134644.19,1,1,1,70381.49
708,Germany,Male,21,8,133974.36,2,1,0,50294.09
800,Spain,Male,38,1,0.0,2,1,0,51553.43
635,France,Male,43,10,122198.21,2,0,1,179144.54
589,France,Male,34,6,0.0,2,1,1,177896.92
631,Germany,Male,37,8,138292.64,2,0,0,152422.91
718,France,Female,35,2,167924.95,1,1,0,43024.64
607,France,Female,21,0,0.0,2,1,0,116106.52
800,France,Female,29,2,0.0,2,0,0,167773.55
350,Germany,Male,39,0,109733.2,2,0,0,123602.11
706,Spain,Male,24,2,141078.57,1,1,1,24402.87
706,France,Male,38,1,0.0,2,1,0,122379.54
781,Spain,Male,35,4,80790.74,1,1,0,116429.51
654,Spain,Female,36,2,0.0,2,1,1,146652.11
580,France,Female,56,1,131368.3,1,1,0,106918.67
741,France,Male,32,8,0.0,2,1,0,143598.7
709,France,Female,32,2,87814.89,1,1,0,138578.37
706,Germany,Male,31,1,117020.08,2,1,0,54439.53
472,France,Female,37,1,0.0,2,1,1,48357.9
783,Germany,Female,42,2,139707.28,1,1,0,2150.22
649,France,Female,52,8,49113.75,1,1,0,41858.43
608,France,Female,34,4,88772.87,1,1,1,168822.01
726,Germany,Female,33,7,99046.31,2,1,1,56053.06
518,France,Male,40,4,0.0,2,0,1,194416.58
692,France,Female,36,3,0.0,2,1,1,8282.22
485,France,Male,29,7,182123.79,1,1,0,116828.51
756,France,Female,28,6,0.0,1,1,1,164394.65
557,France,Male,39,8,146200.01,1,1,0,177944.64
627,France,Male,31,8,128131.73,1,1,0,96131.47
554,France,Female,30,9,0.0,2,1,1,40320.3
736,France,Female,42,7,117280.23,3,0,0,41921.06
466,France,Female,36,5,119540.15,1,0,1,80603.99
546,Spain,Male,42,7,139070.51,1,1,1,86945.0
651,Spain,Female,63,8,129968.67,1,1,1,11830.53
649,France,Female,31,2,0.0,2,1,0,15200.61
712,Germany,Female,40,3,109308.79,2,1,0,120158.72
707,Spain,Female,53,6,109663.47,1,1,1,52110.45
512,France,Male,40,5,0.0,2,1,1,146457.83
549,Spain,Female,39,7,0.0,1,0,0,81259.25
667,France,Male,40,9,0.0,1,1,1,96670.2
737,Spain,Female,45,2,0.0,2,0,1,177695.67
735,France,Male,31,3,119558.35,1,0,0,72927.68
612,Germany,Male,44,2,115163.38,1,1,1,97677.52
520,France,Male,38,5,0.0,2,1,0,163185.76
850,Germany,Female,36,0,136980.23,2,1,1,99019.65
513,France,Male,40,3,141004.46,1,1,0,105028.46
611,France,Male,68,5,82547.11,2,1,1,146448.01
696,Germany,Male,43,4,114091.38,1,0,1,159888.1
850,France,Male,43,7,0.0,2,1,1,173851.11
706,Germany,Female,48,10,104478.12,3,0,1,158248.71
548,Spain,Male,39,7,131468.44,1,1,0,164975.82
621,France,Male,26,2,75237.54,1,0,1,44220.4
771,Germany,Male,32,9,77487.2,1,0,0,33143.04
698,Spain,Female,50,1,0.0,4,1,0,88566.9
708,Spain,Male,46,7,68799.72,1,1,1,39704.14
644,Spain,Male,54,6,0.0,1,0,1,84622.37
577,France,Male,36,3,121092.47,2,0,1,143783.46
582,Spain,Female,46,8,67563.31,1,1,0,44506.09
565,Germany,Female,32,4,90322.99,2,0,1,118740.37
770,France,Male,36,2,89800.14,1,1,1,105922.69
747,Spain,Female,41,5,94521.17,2,1,0,194926.86
524,Germany,Female,25,7,131402.21,1,0,0,193668.49
747,France,Female,40,3,0.0,1,0,0,57817.84
640,Germany,Male,45,8,120591.19,1,0,0,195123.94
694,Spain,Female,37,3,0.0,2,1,1,147012.22
661,Spain,Female,35,5,128415.45,1,1,0,142626.49
635,France,Female,58,1,0.0,1,1,1,58907.08
826,France,Female,30,5,0.0,2,0,1,157397.57
534,France,Female,23,5,104822.45,1,0,1,160176.47
569,Spain,Male,38,8,0.0,2,0,0,79618.79
850,Germany,Female,31,3,51293.47,1,0,0,35534.68
511,France,Male,27,8,0.0,2,1,1,49089.36
636,Germany,Male,30,8,141787.31,2,1,1,109685.61
748,France,Male,34,5,84009.47,1,1,1,137001.1
689,Germany,Male,33,2,161814.64,2,1,0,169381.9
757,France,Female,44,4,123322.15,1,1,0,137136.29
686,Spain,Male,45,3,74274.87,3,1,0,64907.48
626,Spain,Female,37,6,108269.37,1,1,0,5597.94
541,France,Male,34,3,128743.55,1,1,0,134851.12
527,France,Male,47,1,0.0,1,1,0,21312.16
665,Germany,Male,63,7,104469.58,1,1,1,25165.36
772,Spain,Female,39,4,122486.11,2,1,1,140709.25
543,France,Female,36,3,0.0,2,0,0,26019.59
739,France,Female,36,0,0.0,2,0,0,133465.57
577,France,Male,41,6,0.0,1,1,1,167621.18
732,Germany,Male,38,5,178787.54,1,1,1,195760.53
794,France,Male,33,0,0.0,2,0,0,178122.71
788,France,Female,41,6,0.0,1,1,1,25571.37
667,France,Male,24,4,0.0,2,0,0,180329.83
792,France,Female,70,3,0.0,2,1,1,172240.27
674,Germany,Male,47,6,106901.94,1,1,1,2079.2
494,France,Male,69,9,93320.8,1,1,1,24489.44
651,France,Female,34,9,0.0,2,1,0,138113.71
652,France,Female,40,4,79927.36,2,1,1,33524.6
512,France,Female,33,6,121685.31,2,1,1,83681.97
850,Germany,Female,43,8,92244.83,2,1,0,54949.73
580,Spain,Female,65,1,0.0,2,0,1,103182.46
719,France,Female,42,4,0.0,1,1,0,28465.86
721,France,Female,40,7,0.0,2,1,1,122580.48
550,Germany,Male,36,2,113877.23,2,1,0,174921.91
568,France,Female,47,7,0.0,2,1,1,45978.39
570,Spain,Male,21,7,116099.82,1,1,1,148087.62
676,Spain,Male,27,4,0.0,1,0,1,107955.67
596,Germany,Male,32,3,96709.07,2,0,0,41788.37
709,Germany,Male,28,8,124695.72,2,1,0,145251.35
631,Germany,Male,37,9,131519.49,2,1,1,51752.18
672,Germany,Female,21,3,165878.76,2,1,1,164537.17
685,France,Male,33,6,174912.72,1,1,1,43932.54
743,France,Female,46,9,0.0,1,1,0,113436.08
790,Spain,Male,46,8,182364.53,1,0,0,139266.48
850,Spain,Male,41,8,132838.07,1,1,1,175347.28
564,France,Male,31,4,0.0,2,1,0,53520.03
646,France,Female,42,3,175159.9,2,0,0,67124.48
712,France,Male,32,9,100606.02,1,1,0,165693.06
770,Spain,Male,46,9,190678.02,1,1,1,14725.36
567,Spain,Female,54,5,92316.31,2,1,0,158590.66
595,Germany,Female,45,9,106000.12,1,0,0,191448.96
614,France,Male,40,6,0.0,1,1,1,20339.79
562,Spain,Female,29,9,120307.58,1,1,1,6795.61
782,France,Female,35,4,0.0,1,1,1,119565.34
850,Spain,Male,37,2,0.0,2,1,0,119969.99
832,France,Female,27,10,98590.25,1,1,0,30912.89
551,Germany,Male,54,5,102994.04,1,1,0,176680.16
705,Germany,Female,33,5,116765.7,1,0,0,190659.17
559,Spain,Male,38,3,145874.35,1,1,0,56311.39
850,Germany,Female,34,3,129668.43,2,1,1,88743.99
519,Spain,Female,47,6,157296.02,2,0,0,147278.43
804,France,Female,71,8,0.0,2,0,1,147995.96
584,France,Female,41,3,0.0,2,1,1,160095.48
685,Spain,Male,31,10,135213.71,1,1,1,125777.28
850,France,Female,37,9,0.0,1,0,0,100101.06
751,Germany,Female,51,7,148074.79,1,1,0,146411.41
706,Germany,Female,46,4,105214.58,1,1,0,108699.59
674,Spain,Male,39,6,120193.42,1,0,0,100130.95
732,France,Female,43,9,0.0,2,1,0,183147.17
592,Spain,Male,31,7,110071.1,1,0,0,43921.36
703,France,Male,28,9,0.0,2,0,1,2151.17
506,Germany,Female,41,3,57745.76,1,1,0,4035.46
755,Germany,Male,40,2,137430.82,2,0,0,176768.59
730,France,Female,34,5,74197.38,2,1,0,96875.52
650,Germany,Female,45,9,152367.21,3,1,0,150835.21
712,France,Male,23,2,0.0,2,0,1,66795.78
685,Spain,Male,31,7,122449.31,2,1,1,180769.55
538,France,Female,32,2,0.0,1,1,1,80130.54
724,France,Female,29,6,0.0,2,0,1,64729.51
684,France,Female,34,6,0.0,2,1,1,130928.22
552,France,Male,42,9,133701.07,2,1,0,101069.71
793,Spain,Female,36,0,0.0,1,0,0,148993.47
579,Germany,Male,41,0,141749.68,1,0,1,9201.53
477,France,Male,22,5,82559.42,2,0,0,163112.9
540,France,Female,31,7,0.0,1,0,1,183051.6
643,France,Female,51,2,105229.53,1,1,0,34967.75
740,France,Male,44,9,0.0,1,0,1,96528.0
567,Spain,Male,40,4,118628.8,1,0,0,91973.63
794,France,Male,24,10,146126.75,1,1,1,88992.05
732,France,Male,36,7,0.0,2,1,1,60830.24
667,Spain,Female,39,2,0.0,2,1,0,40721.24
745,France,Female,36,9,0.0,1,1,0,19605.18
556,France,Female,40,8,0.0,2,1,0,62112.7
775,France,Male,31,9,0.0,2,1,0,169278.51
668,Germany,Male,56,9,110993.79,1,1,0,134396.64
692,France,Male,40,6,163505.16,1,0,0,90424.09
752,Germany,Male,29,4,129514.99,1,1,1,102930.46
672,France,Female,28,6,0.0,1,0,1,8814.69
585,France,Female,30,6,0.0,2,1,1,137757.69
470,Spain,Female,31,2,101675.22,2,1,0,45033.75
850,France,Female,35,2,128548.49,4,1,0,75478.95
548,Spain,Male,38,0,178056.54,2,1,0,38434.73
671,Germany,Female,47,7,114603.76,2,1,0,153194.32
850,France,Male,37,4,126872.6,1,1,0,197266.58
712,Germany,Male,53,6,134729.99,2,1,1,132702.64
655,France,Male,38,4,0.0,2,0,0,110527.71
753,France,Female,31,6,106596.29,1,0,0,91305.77
512,France,Female,31,7,0.0,2,0,0,49326.07
571,Spain,Female,31,3,0.0,2,1,1,194667.92
775,Germany,Male,25,10,60205.2,2,1,0,14073.11
539,Spain,Female,37,1,130922.81,2,0,0,2186.83
665,Germany,Female,45,5,155447.65,2,1,0,51871.95
581,Germany,Female,34,1,101633.04,1,1,0,110431.51
759,France,Male,26,4,0.0,2,1,0,135394.62
632,France,Female,49,5,167962.7,1,0,0,140201.21
525,France,Female,25,6,0.0,2,1,0,89566.64
836,Germany,Female,32,4,109196.67,2,1,0,55218.02
519,Germany,Male,38,1,114141.64,1,1,1,60988.21
806,Spain,Male,18,3,0.0,2,1,1,86994.54
582,France,Female,40,9,0.0,3,1,1,60954.45
539,France,Male,39,6,0.0,2,1,1,86767.48
721,France,Male,42,4,102936.72,1,0,0,1187.88
660,Germany,Male,24,5,85089.3,1,1,1,71638.0
607,Spain,Female,27,5,100912.19,1,0,0,7631.27
689,Spain,Female,28,3,0.0,2,1,1,192449.02
745,Spain,Male,34,9,0.0,2,1,0,50046.25
506,France,Female,40,3,0.0,1,1,1,144345.58
784,Spain,Female,40,8,0.0,2,1,0,108891.3
686,France,Female,43,0,0.0,1,1,1,170072.9
797,France,Male,30,10,69413.44,1,1,1,74637.57
624,France,Male,36,6,0.0,2,0,0,84635.64
576,Spain,Male,45,5,133618.01,1,0,0,135244.87
615,Spain,Male,51,6,81818.49,1,1,1,169149.38
745,France,Male,46,2,122220.19,1,1,1,118024.1
629,France,Male,35,1,172170.36,1,1,1,159777.37
430,France,Female,60,7,73937.02,1,1,0,161937.62
725,Germany,Female,47,1,104887.43,1,0,0,86622.56
692,France,Female,42,2,0.0,2,1,0,145222.93
575,France,Male,46,1,0.0,2,1,1,65998.26
631,France,Female,22,3,0.0,2,0,0,30781.77
588,Germany,Male,41,6,106116.56,2,1,0,198766.61
571,France,Female,33,1,0.0,2,1,0,102750.7
560,France,Male,57,0,0.0,2,0,1,116781.71
625,France,Male,31,5,0.0,2,0,1,90.07
464,Germany,Male,37,4,155994.15,1,0,0,143665.44
713,France,Male,41,3,0.0,2,1,0,55772.04
748,France,Female,26,1,77780.29,1,0,1,183049.41
714,Germany,Female,35,6,126077.43,2,1,1,53954.24
753,France,Female,38,6,142263.45,1,0,1,33730.43
850,France,Male,31,8,0.0,2,1,0,178667.7
713,Spain,Female,47,1,0.0,1,1,0,107825.08
667,France,Male,40,8,72945.29,2,1,0,98931.5
523,France,Male,34,2,161588.89,1,1,1,51358.66
660,Germany,Male,28,2,170890.05,2,1,0,41758.9
723,France,Female,49,4,0.0,2,0,1,89972.25
439,Spain,Female,32,3,138901.61,1,1,0,75685.97
607,Spain,Female,36,4,98266.3,1,1,1,46416.36
745,Germany,Male,35,4,98270.34,1,1,0,133617.43
715,France,Female,38,5,118590.41,1,1,1,5684.17
562,France,Male,42,2,100238.35,1,0,0,86797.41
850,Germany,Female,27,8,111837.78,2,1,1,110805.79
768,Germany,Female,43,2,129264.05,2,0,0,19150.14
555,France,Male,51,5,0.0,3,1,0,189122.89
667,Germany,Female,42,10,64404.26,2,0,0,26022.37
637,Germany,Male,50,4,126345.55,1,0,1,17323.0
683,Spain,Male,56,7,50911.21,3,0,0,97629.31
676,Germany,Female,48,2,124442.38,1,1,0,15068.53
645,France,Female,37,1,0.0,2,1,1,68987.55
659,France,Female,32,9,0.0,2,1,1,93155.75
794,France,Female,41,7,0.0,2,1,1,74275.08
556,France,Female,36,2,134208.22,1,0,1,177670.57
686,Germany,Male,26,1,57422.62,1,1,1,79189.4
606,Spain,Male,38,7,128578.52,1,1,1,193878.51
536,France,Female,61,8,65190.29,1,1,1,64308.49
530,Germany,Female,42,0,99948.45,1,0,1,97338.62
584,Spain,Female,38,3,0.0,2,1,1,4525.4
568,France,Female,38,3,132951.92,1,0,1,124486.28
695,Spain,Male,46,3,122549.64,1,1,1,56297.85
630,France,Male,50,8,0.0,2,0,1,79377.45
756,France,Female,32,4,0.0,2,1,0,147040.25
529,Spain,Male,34,9,0.0,1,1,1,93208.22
773,Germany,Male,51,8,116197.65,2,1,1,86701.4
802,France,Female,39,7,120145.96,2,0,1,59497.01
491,France,Male,33,5,83134.3,1,1,0,187946.55
683,France,Male,30,4,114779.35,1,0,0,183171.47
709,France,Female,43,8,0.0,2,0,0,168035.62
706,Germany,Female,46,7,111288.18,1,1,1,149170.25
609,France,Male,40,6,0.0,2,1,1,97416.34
469,Spain,Male,35,5,0.0,2,1,0,186490.37
667,France,Male,31,1,119266.69,1,1,1,28257.63
850,France,Male,32,4,156001.68,2,1,1,151677.31
644,Spain,Male,18,8,0.0,2,1,0,59172.42
532,France,Male,42,1,159024.71,1,1,0,100982.93
502,France,Male,30,4,0.0,2,1,1,66263.87
590,France,Female,76,5,160979.68,1,0,1,13848.58
578,France,Male,59,10,185966.64,1,0,0,9445.42
667,Spain,Female,40,1,146502.07,1,1,0,19162.89
612,France,Female,35,3,0.0,1,1,1,48108.72
542,France,Female,25,7,0.0,2,0,1,82393.08
758,Spain,Male,35,5,0.0,2,1,0,95009.6
705,Germany,Female,48,1,156848.13,2,1,1,99475.95
620,Spain,Male,38,0,0.0,2,1,1,38015.34
645,Spain,Male,45,4,0.0,1,0,1,174916.85
502,Germany,Female,32,1,173340.83,1,0,1,122763.95
668,Germany,Female,28,1,124511.01,1,0,0,114258.18
702,France,Male,40,3,148556.74,1,0,1,146056.29
460,Germany,Female,35,8,102742.91,2,1,1,189339.6
798,France,Female,37,4,111723.08,1,1,1,83478.12
676,France,Male,29,7,131959.86,1,0,0,189268.81
534,France,Male,62,2,0.0,2,0,0,42763.12
687,Germany,Male,35,1,125141.24,2,1,1,148537.07
669,France,Male,23,1,0.0,2,0,0,66088.83
613,Spain,Male,37,3,171653.17,1,0,1,5353.12
812,Germany,Male,39,5,115730.71,3,1,1,185599.34
616,France,Female,66,1,135842.41,1,1,0,183840.51
675,France,Male,40,7,113208.86,2,1,0,34577.36
820,France,Female,39,1,104614.29,1,1,0,61538.43
636,Germany,Male,67,7,136709.35,1,0,1,66753.1
653,Spain,Female,27,6,107751.68,2,1,1,33389.42
812,Spain,Female,44,8,0.0,3,1,0,66926.83
698,Spain,Female,31,8,185078.26,1,0,0,115337.74
557,France,Male,34,3,83074.0,1,1,0,132673.22
703,Spain,Male,39,6,152685.4,1,0,0,183656.12
598,Spain,Male,27,8,90721.52,2,1,0,109296.18
700,France,Male,46,5,95872.86,1,1,0,98273.01
850,Germany,Female,30,3,104911.35,2,1,1,42933.26
638,Germany,Male,25,4,148045.45,2,1,1,114722.42
786,Spain,Male,40,6,0.0,2,0,0,41248.8
640,France,Male,40,8,110340.68,1,1,1,157886.6
474,France,Male,45,10,0.0,2,0,0,172175.9
682,Germany,Male,36,5,72373.62,2,1,0,36895.99
850,France,Male,56,7,131317.48,1,1,1,119175.45
597,France,Female,29,1,132144.35,1,1,0,158086.33
544,Spain,Female,53,9,0.0,1,1,0,125692.07
627,Germany,Male,24,5,102773.2,2,1,0,56793.02
681,Germany,Female,44,4,91115.76,2,0,0,24208.84
697,France,Female,23,10,0.0,2,1,1,79734.23
796,Spain,Male,56,6,94231.13,1,0,0,121164.6
608,Spain,Female,41,1,83807.86,1,0,1,112542.58
712,France,Female,29,2,0.0,1,1,1,144375.0
539,Spain,Male,28,5,0.0,2,1,0,48382.4
555,Spain,Female,26,9,0.0,2,0,1,158918.03
766,France,Female,27,7,158786.67,2,0,1,47579.25
686,France,Female,41,10,0.0,1,1,0,133086.45
526,France,Female,37,5,53573.18,1,1,0,62830.97
722,Spain,Female,32,4,0.0,2,1,1,113666.48
591,Germany,Female,44,10,113581.98,1,1,0,1985.41
640,Germany,Male,48,1,111599.32,1,0,1,135995.58
511,Germany,Female,40,9,124401.6,1,1,0,198814.24
650,Spain,Male,25,7,160599.06,2,1,1,28391.52
773,Spain,Male,63,9,111179.83,1,1,1,93091.02
549,Germany,Male,34,6,204017.4,2,1,0,109538.35
596,France,Male,47,6,0.0,1,1,0,74835.65
547,France,Male,43,1,92350.36,1,0,1,80262.91
588,France,Female,21,8,0.0,2,1,1,110114.19
758,France,Male,26,4,155739.76,1,1,0,171552.02
777,Germany,Male,35,7,122917.69,1,1,1,76169.68
592,France,Female,38,8,119278.01,2,0,1,19370.73
850,Germany,Female,44,5,128605.32,1,0,1,171096.2
549,France,Female,46,7,0.0,1,1,1,109057.56
661,Spain,Male,38,7,143006.7,1,1,1,15650.89
750,France,Male,37,3,0.0,2,1,0,16870.2
781,France,Male,20,0,125023.1,2,1,1,108301.45
584,Spain,Female,50,1,0.0,1,0,1,152567.75
692,Spain,Female,47,3,0.0,2,1,0,150802.41
608,Germany,Female,38,8,103653.51,2,1,1,137079.86
686,France,Male,35,4,0.0,1,1,0,8816.37
764,France,Female,39,5,81042.42,1,0,1,109805.17
560,Spain,Female,26,3,116576.45,1,1,0,157567.37
649,France,Female,41,2,125785.23,1,1,1,70523.92
687,Germany,Female,29,4,78939.15,1,1,0,122134.56
626,Spain,Male,29,7,0.0,2,1,0,49361.84
611,Spain,Male,51,1,122874.74,1,1,1,149648.45
598,France,Male,60,4,0.0,1,1,0,197727.14
826,Spain,Male,41,5,146466.46,2,0,0,180934.67
639,Spain,Female,28,8,97840.72,1,1,1,178222.77
732,France,Male,25,0,110942.9,1,0,0,172576.56
663,Spain,Male,33,9,0.0,2,0,0,91514.62
656,France,Male,33,7,138705.02,2,1,0,37136.15
628,France,Female,29,9,71996.29,1,1,1,34857.46
593,Spain,Male,35,4,161637.75,1,1,1,20008.46
